dsa,dbms,os,cn,oops,system_design,aptitude,web_dev,overall_accuracy,attempts,improvement_rate,learning_velocity,consistency_score,weak_topic_count,readiness_score,readiness_category
80.1,52.5,56.4,52.3,72.9,48.7,60.8,53.7,59.7,2,-0.7,11.3,66.7,5,65.6,1
41.5,55.9,34.2,55.8,38.9,50.1,43.3,39.9,45.0,8,16.5,8.0,75.8,8,40.4,0
41.1,57.0,48.7,38.5,56.8,28.4,46.5,49.3,45.8,5,4.6,8.2,71.3,8,39.7,0
37.9,43.4,65.8,35.7,51.3,40.8,50.8,41.6,45.9,7,21.9,9.9,70.8,7,44.4,0
56.2,56.8,36.5,50.7,47.7,58.2,50.1,67.2,52.9,5,7.6,8.9,73.1,7,57.5,0
59.3,45.5,58.2,65.2,41.1,47.5,73.2,71.6,57.7,4,3.7,9.2,63.8,5,60.4,1
64.7,44.3,65.6,57.0,43.2,62.4,75.4,44.6,57.2,1,-3.5,13.0,64.1,4,63.1,1
78.2,61.4,76.0,71.9,51.2,47.2,50.0,61.1,62.1,5,5.0,8.7,63.6,3,70.6,1
52.0,63.5,41.6,62.9,46.5,44.5,61.0,41.9,51.7,5,11.2,9.7,71.6,5,55.1,0
42.7,29.1,29.7,34.3,31.5,29.4,49.9,33.3,35.0,2,-0.6,10.3,77.6,8,31.0,0
51.3,76.0,75.9,77.9,84.0,76.9,73.3,98.9,76.8,5,11.1,11.1,60.7,1,84.8,2
52.3,54.8,77.1,65.2,49.3,37.3,71.1,55.4,57.8,3,0.7,9.7,61.8,5,62.0,1
66.7,62.8,67.3,66.6,64.8,49.5,67.8,65.7,63.9,3,2.5,11.0,82.0,1,76.6,1
43.8,73.8,56.8,42.6,49.6,78.4,82.3,88.4,64.5,2,1.9,13.1,45.1,4,63.2,1
16.7,40.5,32.9,37.6,26.3,10.0,30.9,42.8,29.7,1,-4.5,10.6,65.5,8,22.2,0
68.4,63.6,51.2,77.1,71.9,54.8,81.8,65.9,66.8,1,-0.4,15.0,68.9,2,75.2,1
51.2,69.1,50.1,67.7,63.7,44.9,46.9,61.9,56.9,6,8.4,8.3,70.9,4,61.0,1
82.7,81.7,89.5,71.4,78.0,73.1,81.0,73.2,78.8,2,1.2,13.1,81.7,0,92.2,2
43.2,44.5,56.7,38.6,53.6,34.2,54.9,44.1,46.2,1,-4.2,11.6,75.8,8,41.3,0
90.5,91.4,83.9,73.8,97.6,62.0,92.5,76.9,83.6,15,37.4,9.8,64.4,0,98.0,2
51.1,79.7,76.0,17.9,60.4,67.2,62.5,27.1,55.2,1,-4.7,11.7,33.5,3,60.4,1
50.8,60.0,73.6,46.3,41.8,59.7,43.3,33.6,51.1,4,2.2,8.3,61.9,6,50.0,0
72.4,60.1,74.3,100.0,71.3,54.4,71.2,53.5,69.6,10,10.5,7.1,55.6,2,78.7,2
53.4,37.4,19.3,54.7,51.2,10.0,28.3,41.7,37.0,4,11.1,10.8,50.4,8,31.3,0
29.5,39.1,15.0,25.3,33.2,36.4,35.6,38.4,31.6,6,8.5,7.5,75.6,8,31.6,0
68.8,75.2,83.0,60.3,72.9,62.3,63.3,79.9,70.7,14,27.4,8.0,74.7,0,83.0,2
71.1,64.3,63.3,54.3,66.3,44.8,59.6,46.2,58.7,7,17.0,9.8,71.5,4,67.5,1
20.2,60.2,58.2,58.0,34.4,10.0,20.1,59.8,40.1,3,3.8,10.0,36.3,7,34.1,0
100.0,74.0,58.8,100.0,85.6,63.9,77.8,95.9,82.0,2,2.3,13.7,52.0,1,90.9,2
77.1,44.9,60.6,64.3,59.4,66.8,62.9,63.3,62.4,3,3.1,10.9,73.3,2,71.8,1
10.0,32.5,41.9,34.5,33.2,38.1,20.0,20.9,28.9,7,20.7,9.1,67.7,8,26.5,0
72.5,64.0,58.6,74.7,65.9,60.0,72.7,60.2,66.1,7,11.2,8.9,80.7,1,83.7,2
58.9,50.0,77.3,65.5,66.4,49.8,75.1,67.9,63.9,7,10.4,8.6,69.1,3,70.7,1
65.7,63.4,68.2,73.8,80.1,73.1,75.0,92.8,74.0,4,9.1,11.8,72.1,0,83.0,2
55.9,49.1,52.3,53.5,32.7,30.3,60.2,50.9,48.1,3,4.2,10.8,67.7,7,47.5,0
60.0,61.5,33.7,55.2,54.1,23.5,42.7,29.0,45.0,2,-1.9,9.9,55.7,6,46.8,0
54.6,44.9,63.0,34.6,67.6,52.5,59.0,83.0,57.4,1,-3.5,12.9,56.2,5,53.8,0
29.0,40.2,62.0,30.8,29.3,52.6,35.2,30.6,38.7,6,12.3,8.4,63.1,7,39.1,0
57.3,78.6,57.7,38.5,53.0,69.4,55.0,70.6,60.0,2,-0.4,11.0,62.6,5,62.2,1
58.3,50.9,42.2,61.6,42.1,27.5,28.6,59.3,46.3,2,0.1,11.2,59.7,7,46.0,0
42.0,53.1,70.9,44.8,46.5,42.2,45.6,52.5,49.7,7,16.3,9.4,71.5,7,44.2,0
82.2,70.4,52.0,41.5,64.5,88.9,72.5,73.1,68.1,1,-4.7,11.9,53.9,2,78.8,2
31.1,46.3,60.4,17.7,65.6,25.2,31.1,30.8,38.5,10,34.4,9.7,48.7,6,38.5,0
91.2,95.6,62.9,84.3,86.4,93.5,78.8,75.5,83.5,1,-0.4,15.0,67.5,0,95.1,2
76.7,70.1,73.6,58.7,63.0,77.1,72.1,64.5,69.5,10,28.2,10.2,79.8,1,82.4,2
67.2,68.7,78.0,58.6,68.1,70.1,47.5,57.6,64.5,3,3.9,11.1,71.8,3,71.3,1
21.3,38.8,20.0,52.4,35.3,19.7,44.4,36.5,33.6,1,-4.6,10.5,63.6,8,26.5,0
50.4,68.0,71.2,75.5,54.0,57.5,72.1,77.2,65.7,4,4.2,10.0,69.2,3,72.0,1
43.0,43.6,57.8,38.4,40.6,26.0,35.0,25.2,38.7,8,12.5,7.3,68.6,8,36.5,0
83.1,83.4,54.6,66.5,81.9,85.2,91.5,76.1,77.8,3,1.6,11.2,64.4,1,91.7,2
35.7,35.1,58.9,54.4,48.9,19.3,44.7,43.4,42.6,5,4.9,8.0,62.5,8,37.5,0
52.5,38.9,41.3,41.8,41.7,34.9,42.3,49.2,42.8,14,45.0,8.9,83.3,8,48.3,0
51.4,69.8,69.6,60.7,54.0,69.4,66.8,35.6,59.7,1,-4.4,11.8,63.7,3,64.8,1
34.6,57.3,35.0,15.0,35.5,48.0,39.2,53.4,39.8,6,19.6,10.7,60.1,8,39.1,0
55.0,43.1,31.8,64.2,45.2,57.0,59.9,34.9,48.9,2,-3.4,9.0,64.3,7,51.3,0
46.7,41.0,33.8,19.2,37.3,12.3,36.1,43.1,33.7,2,2.3,12.0,64.3,8,32.9,0
52.6,72.9,54.1,55.3,73.1,40.7,62.8,74.6,60.8,2,-0.1,11.6,63.5,4,62.4,1
74.5,65.7,57.0,78.3,53.1,69.9,63.7,45.1,63.4,3,7.5,12.7,66.5,3,72.4,1
60.2,44.1,29.0,15.0,31.5,31.7,29.8,37.2,34.8,1,-2.2,12.9,60.7,7,32.7,0
53.8,73.6,42.1,65.6,63.6,45.0,57.9,64.5,58.3,2,0.1,12.0,67.7,4,61.5,1
45.9,52.0,47.4,46.0,64.5,51.8,53.2,36.9,49.7,3,3.2,10.2,76.3,7,48.7,0
41.6,37.6,41.4,39.5,44.8,26.3,48.9,23.7,38.0,4,4.9,8.7,73.9,8,35.6,0
83.2,43.9,53.5,61.3,46.9,85.4,62.9,47.5,60.6,4,8.5,10.9,51.7,4,69.6,1
46.2,63.8,58.5,56.0,59.4,57.5,61.7,45.5,56.1,4,4.6,9.4,79.8,6,55.1,0
10.0,20.8,23.9,15.0,20.0,10.0,20.0,19.7,17.4,2,-0.2,9.6,84.5,8,12.5,0
69.1,62.6,62.4,80.5,83.1,83.9,89.0,74.6,75.6,11,14.0,7.9,69.7,0,88.6,2
58.8,39.7,41.2,45.7,58.3,62.1,48.1,49.8,50.5,2,1.0,11.4,74.8,7,49.1,0
42.8,62.0,52.9,51.7,32.2,45.8,60.6,61.4,51.2,1,-0.4,15.0,68.5,5,51.6,0
41.9,32.3,49.5,80.3,42.5,35.8,53.7,34.1,46.3,3,5.4,11.4,53.2,7,40.9,0
66.9,53.7,45.7,81.6,66.0,57.8,71.2,61.0,63.0,5,1.7,7.8,66.9,3,70.1,1
70.4,69.0,80.7,90.3,63.0,50.8,63.0,55.1,67.8,1,-4.3,12.5,61.2,2,76.2,1
72.8,76.5,48.1,64.9,62.5,49.9,67.9,47.0,61.2,2,0.6,11.9,65.5,3,72.6,1
20.6,32.9,15.0,46.5,20.0,10.0,20.0,15.0,22.5,7,13.1,7.0,64.8,8,21.9,0
34.6,50.1,33.5,23.2,20.0,40.7,28.2,15.0,30.7,3,2.6,9.2,65.6,8,31.3,0
61.9,66.4,58.9,58.7,69.7,40.2,57.2,56.9,58.7,2,1.7,12.8,73.8,5,58.6,0
37.1,51.8,60.2,46.3,39.9,55.7,88.5,57.8,54.7,10,22.9,8.5,52.1,6,53.2,0
52.9,65.8,65.8,49.7,57.8,45.1,62.6,60.2,57.5,1,-1.5,14.5,77.2,4,61.9,1
62.7,53.1,70.3,62.8,57.7,58.4,52.1,49.3,58.3,4,10.4,11.8,79.4,5,64.3,1
57.0,52.6,62.0,65.3,86.7,49.0,49.7,48.5,58.8,2,0.8,12.2,61.5,5,63.9,1
49.3,56.2,74.0,73.5,67.2,63.4,51.9,70.8,63.3,1,-2.9,13.9,70.8,3,68.8,1
39.0,65.9,34.1,76.4,56.6,53.1,41.9,47.8,51.8,1,-3.0,13.0,57.4,6,50.3,0
51.2,43.9,65.1,33.0,57.7,41.3,43.9,62.7,49.8,4,6.9,10.1,66.3,6,52.2,0
62.0,63.2,46.3,36.4,54.7,21.2,41.7,37.9,45.4,1,-4.0,12.1,57.4,6,44.3,0
79.0,61.6,82.3,27.6,58.9,57.2,55.1,36.6,57.3,4,8.0,10.8,44.2,5,64.2,1
65.6,80.7,80.6,56.7,58.2,65.9,77.4,74.9,70.0,11,29.3,9.6,71.0,2,78.1,2
49.7,47.3,55.8,53.2,57.6,32.0,57.2,35.8,48.6,6,9.0,8.7,70.7,8,46.6,0
74.3,72.3,77.7,68.6,60.2,56.3,87.5,60.8,69.7,2,1.8,13.6,68.8,1,79.1,2
36.6,55.6,63.8,35.7,54.5,39.1,39.1,41.6,45.8,1,-2.0,13.8,68.2,7,41.8,0
91.1,77.2,53.1,81.5,100.0,40.5,79.6,77.6,75.1,3,3.5,11.9,42.0,2,80.9,2
60.8,15.0,34.4,32.6,37.5,41.5,25.8,43.3,36.4,2,-2.4,9.0,59.9,7,35.9,0
36.3,31.1,65.7,34.9,48.6,33.1,49.5,33.1,41.5,13,37.1,8.6,63.9,7,40.3,0
10.1,15.0,36.4,29.8,20.0,26.2,22.3,41.5,25.2,15,21.3,5.0,68.4,8,20.1,0
47.5,25.9,26.5,30.4,27.9,16.9,53.2,18.1,30.8,2,-2.8,8.7,61.0,8,28.3,0
68.3,72.9,67.8,79.7,73.8,85.8,58.9,60.0,70.9,1,-2.1,14.4,72.5,1,81.3,2
58.1,59.0,42.4,52.9,40.0,28.4,44.4,64.3,48.7,9,28.8,10.2,64.2,7,51.0,0
85.5,69.1,61.7,61.8,59.5,52.3,70.6,76.9,67.2,6,11.7,9.8,68.3,2,79.4,2
36.5,76.3,57.0,57.3,59.0,64.0,51.8,17.7,52.4,3,3.6,10.6,46.3,6,51.4,0
14.6,46.3,38.9,15.0,40.1,12.1,36.3,64.9,33.5,2,1.5,11.1,44.7,7,25.5,0
47.4,59.6,58.5,66.4,48.7,45.4,49.3,45.9,52.6,3,1.6,9.6,76.7,7,52.9,0
74.8,58.2,87.8,83.6,75.5,74.7,74.1,77.0,75.7,9,21.4,9.8,74.2,1,85.9,2
45.9,52.2,36.1,41.1,51.8,23.7,44.0,46.5,42.7,1,-0.5,15.0,72.1,8,37.4,0
85.3,60.3,56.1,41.9,43.9,40.4,53.9,81.6,57.9,6,6.0,7.8,48.2,5,59.1,0
57.4,57.5,50.6,48.3,60.7,57.1,46.8,76.6,56.9,1,-3.1,13.3,71.9,6,56.9,0
15.8,43.5,19.6,15.0,25.6,26.7,34.0,49.1,28.7,9,11.8,5.6,62.2,8,21.9,0
51.9,52.4,41.7,29.6,50.0,33.6,63.7,56.5,47.4,3,3.0,10.2,65.3,7,46.6,0
65.4,41.5,59.9,36.0,35.0,73.8,63.9,65.0,55.1,1,-3.8,12.4,54.6,4,55.5,0
38.4,37.7,60.3,15.0,63.0,48.9,43.1,35.1,42.7,1,-2.4,13.3,54.3,6,41.7,0
45.7,74.0,61.2,44.2,37.0,53.3,41.6,44.8,50.2,3,-0.2,8.7,63.7,6,51.7,0
79.5,63.7,53.6,65.6,68.5,70.2,73.7,78.3,69.1,1,-4.6,12.3,74.8,1,80.3,2
45.1,15.0,32.4,51.9,36.4,10.0,22.9,37.3,31.4,4,11.4,10.8,56.7,8,31.8,0
78.4,69.7,61.0,87.8,71.4,65.8,88.6,76.6,74.9,2,2.5,13.8,70.4,0,85.2,2
100.0,55.8,60.2,65.0,78.0,66.8,53.0,65.6,68.0,1,-1.5,15.0,55.1,2,79.6,2
95.1,82.1,62.5,67.7,63.8,60.0,68.2,85.0,73.0,3,6.2,12.7,62.0,0,88.2,2
10.0,15.0,28.9,40.7,45.1,23.6,20.0,38.0,27.7,3,3.9,9.3,62.0,8,21.6,0
23.1,29.6,50.3,39.4,41.3,10.0,56.2,56.5,38.3,3,4.7,10.7,50.5,8,29.3,0
79.5,70.7,77.0,71.8,79.2,64.1,82.0,73.2,74.7,3,3.5,11.4,82.4,0,89.9,2
83.8,80.4,73.8,59.4,56.7,55.8,74.2,67.3,68.9,4,4.9,10.1,67.6,3,77.2,1
64.6,67.3,56.4,67.6,74.7,30.3,87.6,80.6,66.1,3,7.0,12.8,47.8,2,69.8,1
42.4,36.0,63.0,50.9,41.7,49.2,49.0,60.1,49.0,1,-0.2,15.0,72.5,6,47.0,0
44.1,57.2,63.7,50.4,40.4,31.6,61.0,43.5,49.0,1,-2.4,13.6,66.8,6,47.7,0
41.0,51.1,50.1,69.8,44.8,43.8,39.8,59.1,49.9,1,-1.7,14.3,69.5,7,47.1,0
51.4,52.1,34.3,28.8,29.9,30.4,34.7,46.5,38.5,5,8.0,8.4,70.5,8,38.7,0
52.1,67.2,48.7,58.9,58.1,24.7,58.5,48.7,52.1,3,3.4,10.7,62.1,7,51.6,0
57.7,49.5,38.7,78.3,83.3,24.1,45.7,65.2,55.3,2,-2.3,9.9,40.2,5,56.5,0
24.2,56.2,54.7,51.7,74.0,48.9,49.1,55.2,51.8,6,8.8,8.1,59.1,7,46.0,0
89.1,80.5,85.7,65.8,74.0,60.1,58.9,71.5,73.2,2,0.3,12.6,66.1,1,87.4,2
59.6,68.9,41.6,58.1,62.6,41.4,58.2,36.6,53.4,3,6.7,12.0,64.7,6,54.6,0
31.8,57.6,33.7,81.1,35.9,43.9,44.2,55.5,48.0,1,-4.1,11.8,50.8,7,42.2,0
64.3,68.2,49.6,62.1,40.5,30.0,54.3,84.8,56.7,5,12.3,10.8,48.9,4,60.2,1
46.7,62.7,48.5,58.5,47.4,36.0,54.5,50.2,50.6,5,8.7,9.1,75.5,7,47.9,0
59.9,66.3,48.1,65.4,71.0,56.6,81.0,72.8,65.1,6,10.1,9.3,69.3,3,71.6,1
31.3,58.5,79.1,69.7,74.2,83.6,76.2,52.0,65.6,8,15.2,8.9,47.9,3,68.3,1
62.8,73.6,82.7,69.3,81.8,50.1,63.9,69.8,69.2,5,7.8,9.9,68.1,1,80.2,2
63.8,57.3,65.0,47.4,57.2,64.7,67.8,58.9,60.3,7,14.1,9.1,80.5,4,69.0,1
75.4,88.9,90.1,85.5,82.8,72.9,81.1,70.6,80.9,2,-1.1,12.0,78.1,0,90.7,2
79.6,83.2,81.4,65.0,90.6,57.3,95.3,86.8,79.9,2,-0.0,12.6,61.7,1,90.5,2
76.5,64.1,64.0,55.1,70.9,43.4,61.7,63.5,62.4,11,23.0,8.2,70.2,2,72.7,1
79.3,67.3,63.2,100.0,71.3,83.5,67.1,76.0,76.0,9,23.4,10.5,64.5,0,89.4,2
32.8,64.7,74.5,57.7,60.4,62.6,56.4,57.9,58.4,3,0.6,9.5,64.6,4,60.7,1
39.1,28.9,36.3,31.3,48.4,29.7,33.3,66.7,39.2,2,-0.7,10.3,61.8,7,37.3,0
35.6,46.9,34.1,40.1,36.5,35.7,26.7,27.9,35.4,7,11.0,7.2,80.8,8,33.9,0
57.3,78.6,96.4,59.9,61.2,45.3,65.1,53.4,64.6,2,0.6,12.3,52.1,4,67.1,1
73.4,69.4,61.5,66.1,65.0,55.1,68.5,50.7,63.7,1,-3.9,12.8,77.2,2,75.6,1
55.3,76.9,80.8,57.0,78.4,58.9,83.4,75.5,70.8,4,3.9,10.0,65.2,3,73.4,1
66.1,66.1,73.3,77.8,60.4,73.4,63.7,37.0,64.7,1,-4.4,12.5,62.3,1,69.9,1
16.6,29.6,19.6,38.5,23.0,37.3,46.5,29.2,30.0,2,-1.8,9.3,69.3,8,26.5,0
39.1,44.1,31.4,31.5,63.8,28.7,25.9,31.7,37.0,6,5.6,7.1,63.3,7,37.8,0
71.3,85.6,86.8,67.7,65.0,47.9,55.4,62.1,67.7,2,2.0,12.9,59.5,2,72.8,1
82.7,87.3,89.9,100.0,94.0,74.8,100.0,83.2,89.0,10,32.0,11.4,73.6,0,100.0,2
81.9,69.9,82.6,72.6,86.7,72.9,74.9,87.8,78.7,11,16.6,8.5,79.3,0,91.6,2
64.6,46.4,57.3,74.2,75.1,53.4,77.9,71.6,65.1,6,6.7,8.4,65.4,3,70.2,1
50.1,34.8,53.4,56.0,50.5,39.1,49.5,63.3,49.6,15,42.7,8.6,72.9,7,45.8,0
48.1,37.4,45.7,47.2,46.2,55.0,39.3,36.3,44.4,3,3.0,9.7,81.1,8,41.9,0
56.4,63.4,51.2,61.1,37.4,36.6,57.8,40.5,50.6,3,2.0,9.7,67.4,6,54.2,0
57.2,30.7,53.9,38.7,23.1,40.2,48.4,51.1,42.9,7,13.8,8.1,64.4,8,41.4,0
82.3,96.3,68.5,81.1,75.7,100.0,95.3,59.8,82.4,3,5.8,12.9,57.4,1,97.9,2
23.8,47.4,32.5,46.8,30.0,27.4,41.7,53.5,37.9,2,3.4,12.9,67.4,8,33.5,0
57.8,54.3,60.5,37.9,26.9,45.2,49.5,49.7,47.7,4,2.8,8.4,67.0,7,46.4,0
94.5,83.8,100.0,83.3,81.5,73.1,77.4,83.1,84.6,4,3.9,10.3,73.9,0,100.0,2
56.6,35.8,38.9,25.6,20.0,24.3,20.0,32.7,31.7,5,3.6,6.6,63.2,8,34.5,0
83.2,62.1,80.8,89.6,75.5,59.2,68.6,67.3,73.3,4,6.1,10.5,67.9,1,84.8,2
40.6,22.3,46.1,41.4,61.4,29.3,45.3,49.1,41.9,5,3.8,7.6,64.1,7,39.1,0
61.0,53.4,61.8,42.2,44.7,57.5,40.9,45.5,50.9,4,0.6,8.1,74.4,6,55.9,0
73.0,66.9,78.1,89.9,79.3,42.1,88.8,67.9,73.2,3,2.3,11.1,54.5,1,80.9,2
36.5,46.5,41.5,33.7,60.5,62.2,43.1,63.4,48.4,1,-4.8,10.9,64.2,5,43.9,0
42.1,47.5,61.1,29.5,39.3,62.9,36.8,52.1,46.4,6,10.8,8.4,64.8,6,48.9,0
46.5,30.2,45.9,39.0,37.9,23.4,34.3,44.9,37.8,1,-4.4,10.8,75.5,8,36.4,0
48.6,87.8,62.2,84.9,91.9,75.0,63.7,63.3,72.2,15,45.0,9.7,54.6,1,85.4,2
30.8,37.4,23.8,54.3,26.6,34.3,45.2,44.4,37.1,7,9.4,7.3,69.0,8,31.0,0
94.3,55.5,77.5,71.0,69.6,71.0,95.1,85.3,77.4,4,7.0,11.4,59.5,1,86.5,2
64.7,50.1,33.9,50.5,53.4,32.8,51.8,62.3,49.9,12,28.5,8.0,65.4,6,51.8,0
56.3,78.2,64.0,60.6,86.2,68.7,60.4,62.3,67.1,4,4.9,9.9,69.5,1,77.2,1
50.6,36.1,19.4,55.3,24.4,19.6,20.4,37.6,32.9,1,-0.5,14.3,57.1,8,31.6,0
68.8,54.3,72.1,52.1,81.8,61.9,50.8,65.8,63.4,3,2.9,10.5,67.6,3,68.4,1
62.4,69.1,73.2,66.9,67.2,57.9,74.8,76.6,68.5,2,1.2,12.6,81.0,1,79.7,2
21.0,71.9,58.5,53.7,31.0,44.7,50.3,48.2,47.4,2,2.2,12.4,52.7,7,44.3,0
26.5,38.4,59.9,33.0,62.9,20.7,52.6,62.4,44.6,3,3.1,10.1,49.1,6,41.5,0
44.2,53.8,57.1,50.8,48.0,47.4,50.0,35.4,48.3,6,11.0,8.9,80.4,8,47.4,0
48.8,48.8,47.2,39.5,44.8,19.6,30.6,26.9,38.3,3,4.2,10.3,66.4,8,33.5,0
69.3,64.0,77.1,78.5,43.9,54.5,67.1,66.0,65.0,3,2.7,10.6,65.9,2,77.0,1
51.8,55.8,55.7,60.6,50.3,78.4,50.2,63.0,58.2,2,-3.2,9.5,71.9,5,59.5,0
13.9,15.0,26.3,15.8,20.0,10.0,20.0,15.5,17.1,3,-0.5,7.1,85.2,8,14.8,0
62.3,60.6,49.7,61.1,47.0,53.9,51.5,57.4,55.4,1,-0.7,15.0,82.8,5,59.9,0
55.9,65.5,59.3,58.2,59.9,43.3,50.1,53.5,55.7,2,-0.8,11.0,79.7,7,58.2,0
66.0,70.2,90.7,63.7,70.0,42.5,74.1,53.2,66.3,5,6.7,9.3,57.2,2,74.2,1
48.6,73.4,59.1,62.4,44.0,32.7,60.0,48.9,53.6,2,-0.1,11.0,62.2,5,55.6,0
44.2,48.3,62.7,77.1,50.2,77.9,76.3,45.5,60.3,1,-2.4,14.1,55.1,4,62.0,1
27.2,51.2,34.4,19.8,20.0,51.1,40.5,44.4,36.1,2,2.0,11.4,61.7,8,33.6,0
74.6,73.1,73.5,88.0,78.7,52.0,72.8,79.0,74.0,4,9.7,12.2,69.4,1,81.5,2
73.5,61.6,64.0,71.7,63.0,60.5,69.2,77.1,67.6,6,13.8,10.1,81.6,0,85.9,2
39.6,60.5,45.2,50.2,53.9,31.5,60.7,52.0,49.2,12,35.7,9.1,69.8,6,50.9,0
49.2,57.7,53.3,29.2,62.9,32.4,38.5,46.9,46.3,5,10.7,9.7,64.0,7,47.9,0
66.6,73.7,66.0,63.1,66.0,24.7,62.8,61.4,60.5,2,-3.1,9.7,55.2,1,72.1,1
64.5,82.3,65.8,61.7,70.7,89.0,66.2,57.8,69.8,2,-2.2,10.6,68.2,1,81.2,2
22.5,44.8,46.0,52.6,67.8,54.4,25.2,29.3,42.8,1,-4.9,10.9,52.3,7,36.2,0
86.9,90.6,77.8,82.5,72.3,57.5,79.5,62.5,76.2,4,7.1,11.2,65.5,1,87.2,2
65.8,51.1,50.5,74.7,81.1,54.7,50.5,51.9,60.0,3,-0.6,8.9,63.4,5,61.9,1
55.4,50.7,58.7,40.0,67.4,41.5,63.9,42.4,52.5,4,9.3,11.0,68.4,6,55.7,0
28.8,28.5,39.3,59.2,26.0,38.8,20.5,45.7,35.8,1,-4.3,10.7,62.5,8,31.1,0
55.6,71.6,93.3,87.7,85.2,63.7,81.8,67.9,75.8,2,-0.1,12.3,60.7,1,84.1,2
64.6,57.2,59.1,65.4,53.5,46.6,57.2,60.2,58.0,2,1.3,12.1,81.9,5,59.1,0
74.8,68.0,50.2,82.6,43.0,41.6,40.5,64.1,58.1,6,12.4,9.5,50.9,4,65.2,1
38.6,60.5,51.0,57.3,52.4,54.9,49.4,67.2,53.9,1,-1.3,14.5,74.8,6,53.3,0
44.6,23.9,16.4,45.0,20.0,56.6,31.9,37.8,34.5,4,6.9,9.0,58.1,8,34.6,0
83.7,63.2,78.1,72.0,72.7,58.5,81.7,67.8,72.2,1,-4.9,12.2,73.6,1,77.8,1
43.9,49.4,32.8,69.2,66.0,47.3,58.7,78.3,55.7,3,-0.2,9.1,55.0,5,53.1,0
38.3,45.7,56.1,60.0,41.4,38.2,52.5,28.8,45.1,1,-1.0,14.4,68.6,7,44.6,0
39.4,40.0,69.9,70.7,58.9,53.8,62.3,45.1,55.0,1,-1.4,14.6,62.4,5,52.2,0
44.8,37.3,15.0,27.6,48.2,36.6,51.7,48.8,38.8,1,-0.5,15.0,62.7,8,32.7,0
61.5,52.3,71.5,51.6,65.0,44.6,63.1,57.4,58.4,2,-1.3,10.6,74.2,4,64.2,1
49.1,77.4,76.7,80.2,66.1,59.0,63.3,74.6,68.3,2,-2.8,10.1,67.6,2,73.9,1
49.5,45.0,42.0,53.1,42.3,15.7,35.4,47.4,41.3,7,15.2,8.7,65.1,8,39.9,0
62.4,67.0,40.5,55.0,63.1,41.2,71.2,59.4,57.5,1,-3.5,12.7,66.1,4,60.1,1
83.9,78.6,64.8,81.8,77.8,39.7,85.2,87.5,74.9,1,-3.7,13.5,52.6,1,79.4,2
50.6,41.5,36.7,32.5,24.4,33.6,44.9,47.5,39.0,4,9.7,10.8,73.8,8,41.1,0
25.2,37.0,56.7,52.3,37.1,22.6,46.4,48.9,40.8,5,10.8,9.4,62.7,8,41.7,0
48.0,38.0,44.4,55.6,44.7,53.0,54.0,40.8,47.3,2,0.0,11.1,80.7,8,42.8,0
33.4,57.7,41.6,33.3,31.3,16.0,20.5,22.0,32.0,4,7.5,9.2,60.1,8,32.5,0
96.5,91.6,76.1,75.6,79.5,65.2,77.2,88.9,81.3,6,11.8,10.4,69.4,0,96.4,2
37.5,46.0,39.2,42.8,20.0,10.0,50.9,39.8,35.8,2,0.3,10.7,58.8,8,32.4,0
85.9,66.8,60.5,76.0,66.0,86.2,82.4,82.1,75.7,3,4.6,12.4,70.0,0,89.6,2
20.9,29.2,19.7,30.6,23.2,13.7,35.8,24.8,24.7,1,-3.5,11.6,79.1,8,25.7,0
42.3,46.7,71.7,80.2,57.2,43.4,69.6,51.5,57.8,1,-4.4,11.9,57.0,5,54.0,0
43.9,61.8,57.3,39.2,70.4,63.8,60.2,62.8,57.4,14,45.0,9.8,68.4,3,64.3,1
55.5,51.4,63.9,40.6,44.9,65.0,52.2,57.0,53.8,2,-1.1,11.0,74.6,6,56.1,0
91.1,59.8,87.4,76.5,59.9,43.6,68.7,55.9,67.9,2,0.5,12.2,51.2,4,74.8,1
48.8,45.0,52.2,38.7,53.5,55.2,48.7,43.7,48.2,13,41.6,9.6,83.4,8,53.2,0
53.9,48.3,47.7,24.8,40.6,28.2,36.1,42.3,40.2,5,6.7,8.6,69.8,8,41.0,0
71.9,66.9,79.2,78.5,66.4,61.4,74.4,61.1,70.0,4,7.8,11.0,78.7,0,84.4,2
50.6,62.2,63.3,80.2,70.4,45.8,62.2,60.3,61.9,5,2.4,8.0,68.0,2,66.8,1
46.9,70.4,56.2,36.3,45.0,32.4,23.0,71.3,47.7,5,11.2,10.1,47.8,6,48.8,0
79.9,81.9,83.4,48.5,75.9,64.9,76.3,83.1,74.2,6,7.4,8.9,64.0,1,83.9,2
59.9,47.3,54.8,39.8,54.0,38.7,58.1,58.5,51.4,1,-4.1,12.1,74.7,8,49.0,0
30.2,59.0,63.7,46.0,43.1,76.6,74.4,76.8,58.7,2,-0.7,10.9,47.7,4,57.0,0
73.6,59.6,64.4,91.3,65.3,50.6,67.6,64.9,67.2,2,-1.4,11.1,64.7,2,73.1,1
64.1,67.0,81.6,64.7,75.5,46.3,82.7,76.1,69.8,1,-2.3,14.5,64.3,1,79.3,2
39.0,52.1,50.9,57.8,59.9,27.9,52.1,49.8,48.7,2,-1.0,10.3,68.7,8,41.9,0
46.9,51.1,40.2,53.4,59.1,37.5,36.5,48.4,46.6,4,4.2,8.7,76.0,8,43.7,0
